,product name,base price,Kcal/100g,fat/100g,carb/100g,protein/100g,€/100g or ml,protein/Kcal
2649,Magnum Pint white chocolate,5.49,332.0,21.0,32.0,4.5,1.24,0.01355421686746988
2650,Magnum Pint classic,5.49,331.0,21.0,32.0,3.5,1.24,0.010574018126888218
2651,AH Roomijs kaneel,2.45,228.0,11.0,29.0,3.2,0.24,0.014035087719298246
2652,Hertog Ijssalon Advocaat Royaal,2.79,205.0,7.9,29.0,,0.44000000000000006,
2654,Two cows Gecondenseerde volle melk met suiker,1.75,322.0,,55.0,7.5,0.44000000000000006,0.023291925465838508
2655,Becel Olijf,4.25,635.0,71.0,0.5,0.5,0.85,0.0007874015748031496
2656,Yörem Ayran drinkyoghurt,1.29,28.0,2.2,2.5,,0.26,
2657,Oatly! Verse haver cuisine,1.29,146.0,13.0,5.8,0.9,0.51,0.0061643835616438354
2658,Natrue Oat drink,1.79,47.0,0.7,8.2,1.6,0.16999999999999998,0.03404255319148936
2659,Yogho! Yogho! Aardbeio!,2.29,60.0,1.6,8.3,2.8,0.22000000000000003,0.04666666666666666
2660,HiPRO Protein drink salted caramel,1.39,59.0,0.4,5.3,8.3,0.61,0.14067796610169492
2661,AH Roomijs aardbei,2.15,188.0,8.5,25.0,2.6,0.21000000000000002,0.013829787234042554
2662,Natrue Almond drink 0% sugars,1.99,21.0,,0.1,0.6,0.19,0.02857142857142857
2664,Melkunie Gortepap,1.55,52.0,0.5,,3.5,0.31,0.0673076923076923
2665,Pol van den Bogaert Brabantsche roomboter,3.99,744.0,82.0,0.9,0.7,1.59,0.0009408602150537634
2666,Zuivelhoeve Vegan kokos naturel + muesli,1.85,176.0,13.0,12.0,2.1,1.08,0.011931818181818182
2668,Arla Lactofree houdbare halfvolle melk,3.39,40.0,1.5,2.8,3.7,0.27999999999999997,0.0925
2669,AH Sojadrink ongezoet,1.59,36.0,,0.8,3.5,0.15,0.09722222222222222
2670,Oppo Brothers Double Chocolate Brownie,5.49,90.0,3.9,12.0,3.3,1.15,0.03666666666666667
2671,HiPRO Protein drink chocolade,1.69,53.0,0.2,,7.6,0.6799999999999999,0.14339622641509434
2672,AH IJsstam vanille choco,1.45,265.0,16.0,27.0,,0.22000000000000003,
2674,Danio Vegan stracciatella,3.19,136.0,8.3,13.78,0.8,0.9099999999999999,0.0058823529411764705
2675,Campina Botergoud ongezouten roomboter,1.95,744.0,82.0,,,1.56,
2676,Viennetta Biscuit caramel,2.79,292.0,18.0,31.0,2.5,0.53,0.008561643835616438
2677,Kinder Melkschijfjes,1.99,422.0,27.9,34.0,7.9,1.42,0.018720379146919434
2678,Müller Mullermilk choco caramel cookie,1.59,69.0,1.6,10.1,3.4,0.39,0.049275362318840575
2679,Fairtrade Original Kokosmelk,1.75,162.0,17.0,1.6,0.2,0.8699999999999999,0.0012345679012345679
2680,Kerrygold Pure Ierse boter gezouten,3.99,725.0,80.0,0.6,0.7,1.59,0.0009655172413793102
2681,Danone Af en toetje yoghurt met knetters,1.85,98.0,2.4,14.8,4.2,0.8400000000000001,0.04285714285714286
2682,Campina Botergoud gezouten roomboter,3.95,737.0,81.0,,,1.58,
2683,Melkunie Breaker aardbei yoghurt 6-pack,9.54,98.0,,14.0,3.1,0.79,0.03163265306122449
2685,Le Gall Gekarnde boter ongezouten,3.89,743.0,82.0,0.6,0.7,1.55,0.0009421265141318977
2686,Provamel Soya no sugars,2.39,35.0,2.1,,3.7,0.22999999999999998,0.10571428571428572
2687,Go-Tan Cocos creme santen,1.95,742.0,66.0,23.5,6.9,1.3,0.009299191374663073
2688,Chocomel Vol 6 x 250 ml,4.99,85.0,2.7,11.6,3.2,0.32999999999999996,0.037647058823529415
2689,Bona Halfvol 100% plantaardig,3.49,351.0,39.0,,,0.6900000000000001,
2690,Lindahls Protein pudding chocoladesmaak,1.29,74.0,0.6,6.8,10.0,0.86,0.13513513513513514
2691,Magnum Pint Double Gold Caramel Billionaire,5.99,304.0,17.0,34.0,3.8,1.3599999999999999,0.012499999999999999
2692,Starbucks Coconut based cocoa cappuccino,2.09,49.0,2.9,5.2,0.5,0.95,0.01020408163265306
2693,Alpro Dessert dark chocolate,3.25,94.0,2.3,14.7,,0.65,
2694,AH Chocolade drink classic,2.25,76.0,3.1,8.1,3.6,0.18,0.04736842105263158
2695,Blue Band Te gebruiken als roomboter,3.19,711.0,79.0,0.5,0.5,1.41,0.0007032348804500703
2696,Activia Yoghurt fruit assorti,3.99,91.0,2.9,12.4,3.9,0.39,0.04285714285714286
2697,Magnum Double caramel,4.39,338.0,20.0,36.0,3.2,1.24,0.009467455621301775
2698,AH Slagroomijs,2.99,224.0,13.0,23.0,3.7,0.29,0.016517857142857143
2699,Magnum Vegan almond,4.49,331.0,21.0,31.0,2.7,1.6600000000000001,0.008157099697885197
2701,Almhof Griekse stijl yoghurt 10%,1.99,120.0,10.0,3.7,3.2,0.44000000000000006,0.02666666666666667
2702,Blue Elephant Thaise kokoscème,1.99,177.0,18.2,2.5,0.9,1.2,0.005084745762711865
2704,Becel Cups voor in de koffie met omega 3,1.15,115.0,4.4,11.0,7.1,1.45,0.06173913043478261
2705,Danio Romige kwark cookie dough,2.35,112.0,3.3,14.6,5.9,0.52,0.05267857142857143
2706,Danone Af en toetje vanilleyoghurt,1.09,98.0,2.6,13.7,4.9,0.9,0.05
2707,Hertog Ijssalon koffie royaal,3.14,206.0,8.5,28.0,3.1,0.49000000000000005,0.015048543689320388
2708,Ysco Vanilla icecream light met stevia,2.46,158.0,4.9,20.8,3.7,0.38,0.02341772151898734
2709,Ben & Jerry's Strawberry cheesecake,1.89,247.0,14.0,27.0,3.2,1.89,0.012955465587044536
2710,AH Schepijs tricolore,2.39,186.0,8.6,24.0,,0.12,
2712,Pur Natur Volle biologische yoghurt bosbes,1.19,94.0,3.2,12.5,3.7,0.79,0.039361702127659576
2714,"Melkunie Protein kwark kokos 0,5% fat",2.99,73.0,0.5,6.3,10.0,0.6599999999999999,0.136986301369863
2715,Ben & Jerry's Topped salted caramel brownie,7.19,280.0,17.0,28.0,3.8,1.64,0.013571428571428571
2716,Ben & Jerry's Vanilla pecan blondie,6.99,266.0,16.0,27.0,4.1,1.5,0.015413533834586464
2718,Actimel Drinkyoghurt naturel,4.69,73.0,1.6,10.8,,0.58,
2719,Chocomel De enige echte 4-pack,3.99,87.0,2.7,12.0,3.2,0.32999999999999996,0.0367816091954023
2720,AH Milde Hollandse hangop,1.49,90.0,,3.9,,0.29,
2721,Danio Stracciatella romige kwark,0.99,104.0,3.7,11.5,6.1,0.7,0.058653846153846154
2722,AH Topping,1.49,256.0,22.0,14.0,0.5,0.5900000000000001,0.001953125
2723,Campina Botergoud roomboter ongezouten,5.39,744.0,82.0,,,1.34,
2724,My Viennetta vanille mini,1.04,,,,,1.19,
2725,AH Volle koffiemelk,0.95,142.0,,11.0,6.5,0.5,0.045774647887323945
2726,Oreo Cheesecake,3.59,331.0,20.0,32.6,4.8,2.2399999999999998,0.014501510574018127
2727,Hertog Ijssalon aardbeien meringue,2.65,179.0,5.8,29.0,,0.42000000000000004,
2728,AH Tiramisu,3.29,231.0,7.7,32.0,,0.65,
2729,AH Roomijs stracciatella,2.19,249.0,14.0,27.0,3.1,0.21000000000000002,0.012449799196787148
2731,Go-Tan Bio kokosmelk,2.45,181.0,18.0,3.4,1.8,0.9800000000000001,0.00994475138121547
2732,AH Chocoladevla,0.99,96.0,3.2,14.0,2.6,0.19,0.027083333333333334
2733,Arla Skyr aardbei yoghurt 0% fat XL,4.15,72.0,0.5,7.4,9.3,0.41,0.12916666666666668
2734,Alpro Amandeldrink ongeroosterd zonder suikers,2.59,13.0,1.3,,0.5,0.25,0.038461538461538464
2736,Zuivelhoeve Boer'n drink aardbei kers,1.35,71.0,1.5,11.0,3.2,0.67,0.04507042253521127
2737,Zuivelhoeve Boer'n drink mango passie,1.35,58.0,1.3,8.2,3.2,0.67,0.055172413793103454
2738,MinusL Lactosevrije houdbare slagroom,1.99,293.0,30.0,3.2,2.5,0.99,0.008532423208191127
2740,Bongastate Schapenmelk yoghurt,3.09,92.0,,4.5,,0.61,
2741,Alpro Cooking light,1.99,62.0,4.7,2.5,,0.79,
2742,Friesche Vlag Balance,0.99,63.0,,4.59999999999999,10.6,0.7,0.16825396825396824
2743,Fristi Rood fruit,0.99,44.0,,,1.8,0.39,0.04090909090909091
2744,Completa Koffiecreamer,1.75,550.0,35.0,57.2,2.2,0.8699999999999999,0.004
2745,Alpro Greek style coconut,3.55,106.0,8.1,,0.8,1.01,0.007547169811320755
2746,Blue Band Te gebruiken als roomboter ongezouten,2.59,713.0,79.0,0.5,0.5,1.03,0.0007012622720897616
2747,Alpro Dessert vanille,2.39,87.0,1.8,14.2,3.2,0.47000000000000003,0.0367816091954023
2748,AH Excellent Mousse melkchocolade,1.15,308.0,23.0,20.0,,1.53,
2750,Bertolli Ongezouten,1.99,626.0,70.0,0.5,0.5,0.79,0.0007987220447284345
2752,Starbucks Almond based chilled coffee,2.09,41.0,1.7,5.5,0.7,0.95,0.017073170731707315
2753,AH Haver sour cream,0.95,142.0,10.0,12.0,0.8,0.79,0.005633802816901409
2754,AH Smeerbaar cholesterol verlagend,3.39,317.0,35.0,0.2,,0.8400000000000001,
2755,Becel Proactiv yoghurtdrink aardbei,5.65,71.0,1.8,11.0,2.6,0.9400000000000001,0.036619718309859155
2756,Alpro Amandeldrink original,2.69,22.0,1.1,2.4,0.4,0.26,0.018181818181818184
2757,Ben & Jerry's Caramel brownie movie night,8.29,262.0,14.0,31.0,4.1,1.78,0.01564885496183206
2758,Taksi Yoghurt drink tropisch fruit,1.85,24.0,0.04,4.4,1.5,0.18,0.0625
2759,Abbot kinney's Best of plants mild,2.29,25.0,1.4,2.8,0.4,0.22000000000000003,0.016
2761,Magnum White chocolate,5.79,300.0,17.0,32.0,3.5,0.8699999999999999,0.011666666666666667
2762,AH Biologisch Volle koffiemelk,0.99,140.0,,9.8,7.1,0.52,0.05071428571428571
2763,"Melkunie Protein vanille kwark 0,2% fat",2.99,73.0,0.2,6.9,10.0,0.6599999999999999,0.136986301369863
2764,Nestlé Bros melkchocolade mousse,1.89,166.0,6.5,21.1,4.9,0.8,0.02951807228915663
2765,Lindahls Protein pudding vanillesmaak,1.29,73.0,0.2,7.2,10.0,0.86,0.136986301369863
2766,Körfez Ayran yoghurt drink,0.65,34.0,1.9,2.6,1.7,0.13,0.049999999999999996
2768,HiPRO Protein mousse salted caramel,2.09,78.0,2.4,3.7,10.2,1.04,0.13076923076923075
2769,Almhof Griekse stijl yoghurt 0%,1.99,54.0,,3.8,9.8,0.44000000000000006,0.1814814814814815
2770,Abbot kinney's Coco start original,3.29,179.0,18.0,4.2,1.1,0.9400000000000001,0.006145251396648045
2772,Zuivelhoeve Boer'n drink aardbei banaan,1.35,58.0,1.3,8.2,3.2,0.67,0.055172413793103454
2773,Melkunie Protein vanilla yoghurt,1.79,70.0,0.6,5.4,10.0,0.89,0.14285714285714285
2774,"Melkunie Protein aardbei kwark 0,5% fat",2.99,67.0,0.3,6.4,10.0,0.6599999999999999,0.14925373134328357
2775,Melkunie Breaker straciatella yoghurt,1.59,,,,,0.79,
2776,Snickers Creamy ice bar,3.75,349.0,21.0,35.0,5.7,1.6,0.016332378223495703
2777,AH Plantaardig alternatief ongezoet amandel,3.19,119.0,8.9,6.2,2.7,0.79,0.022689075630252103
2778,Alpro Haverdrink zonder suikers gekoeld,2.39,40.0,1.5,5.6,0.2,0.22999999999999998,0.005
2779,Hertog Ijssalon vanille karamel pecan,3.28,213.0,7.5,33.0,2.5,0.52,0.011737089201877934
2780,AH Pittige knoflookboter,1.59,682.0,73.0,4.8,1.2,1.59,0.0017595307917888563
2781,AH Roomboter gezouten in kuip,3.59,725.0,80.0,0.7,0.6,1.4300000000000002,0.0008275862068965517
2782,Activia Drinkyoghurt kiwi & aardbei,0.95,69.0,0.9,11.9,,0.3,
2783,Croma Smeltjus,2.39,260.0,28.0,2.1,0.5,0.95,0.0019230769230769232
2784,"Danoontje Knijpyoghurt amandel, mango en perzik",0.99,73.0,1.7,11.9,1.1,1.1,0.015068493150684932
2787,Zuivelhoeve Vegan kokos aardbei muesli yoghurt,1.75,189.0,12.0,17.0,,1.02,
2788,Oatly! Havergurt greek style,2.95,145.0,10.0,10.0,3.3,0.73,0.02275862068965517
2789,Friesche Vlag Goudband,0.89,145.0,8.5,9.9,7.1,0.63,0.048965517241379306
2790,Magnum Double salted caramel pint,5.59,322.0,19.0,34.0,3.8,1.27,0.011801242236024844
2791,Melkunie Protein blueberry yoghurt drink,1.79,67.0,,7.8,6.4,0.54,0.0955223880597015
2792,Melkunie Protein strawberry vanilla yoghurt drink,1.79,66.0,,7.7,6.4,0.54,0.09696969696969697
2793,AH Romige kwark stracciatella,1.75,145.0,6.8,14.0,6.8,0.38,0.04689655172413793
2795,Pur Natur Bio yoghurt granaatappel,2.19,95.0,3.2,12.8,3.7,0.43,0.03894736842105263
2796,Magnum Mini white chocolate & white almond,5.19,342.0,22.0,31.0,5.3,1.44,0.015497076023391813
2797,Campina Botergoud gezouten grasboter kuipje,3.99,737.0,81.0,,,1.77,
2798,AH Biologisch Roomijs vanille,2.99,200.0,11.0,21.0,4.1,0.29,0.020499999999999997
2799,Chocomel 0% Suiker toegevoegd 6-pack,3.55,48.0,1.6,4.8,3.3,0.29,0.06874999999999999
2800,Ben & Jerry's Chunky monkey,6.89,250.0,15.0,25.0,3.7,1.48,0.0148
2801,Starbucks Chilled classics white chocolate mocha,2.09,66.0,3.2,,2.8,0.95,0.04242424242424242
2802,AH IJskoude espresso,0.99,56.0,1.1,,2.5,0.39,0.044642857142857144
2803,Fairtrade Original Kokosmelk biologisch,1.99,162.0,17.0,1.6,0.2,0.73,0.0012345679012345679
2804,Becel Zonder palmolie,4.79,630.0,70.0,0.5,0.5,1.06,0.0007936507936507937
2806,Go-Tan Kokosmelk Biologisch,2.69,183.0,18.0,2.9,1.9,0.67,0.010382513661202184
2807,Chocomel De enige echte dark,2.35,81.0,2.7,10.1,3.5,0.22999999999999998,0.043209876543209874
2808,AH Biologisch Houdbare halfvolle melk 3-pack,1.49,47.0,1.5,4.8,3.5,0.24,0.07446808510638298
2810,De Zaanse Hoeve Tiramisu 2-pack,1.0,264.0,13.0,28.0,,0.62,
2811,Taksi Yoghurt drink aardbei,1.85,24.0,0.04,4.3,1.5,0.18,0.0625
2812,AH Barista haver,1.49,49.0,,4.8,0.5,0.29,0.01020408163265306
2813,Activia Yoghurt hazelnoot quinoa,2.19,97.0,4.1,12.5,3.6,0.43,0.03711340206185567
2814,Viennetta Vanille,2.3,240.0,14.0,27.0,2.5,0.43,0.010416666666666666
2815,Oreo Ijs,3.35,322.0,11.0,49.0,5.4,1.01,0.01677018633540373
2816,Fage Fruits yoghurt vanille,3.29,73.0,,9.9,8.3,0.86,0.1136986301369863
2817,Fage Fruits yoghurt aardbei,3.29,106.0,,10.0,7.3,0.86,0.06886792452830189
2818,AH Kokosdrink ongezoet,1.89,23.0,0.9,3.5,0.2,0.18,0.008695652173913044
2819,Becel Voor in de koffie lekker romig,1.49,115.0,4.4,11.0,7.1,0.74,0.06173913043478261
2820,Danio Chocoladekwark melkchocolade,1.99,128.0,4.5,15.6,6.1,0.6599999999999999,0.04765625
2821,Zonnatura Hazelnoot rijst drink biologisch,2.29,74.0,1.9,13.0,0.8,0.3,0.010810810810810811
2822,AH Crème brulée met karamel vlokken,1.99,284.0,21.0,19.0,4.4,0.99,0.015492957746478875
2824,Gouda's Glorie Zonnepond,2.29,351.0,39.0,,,0.45,
2825,HiPRO Protein skyr stijl vanille,1.85,57.0,0.1,3.5,9.7,0.63,0.1701754385964912
2826,Activia Yoghurt granen,2.29,95.0,3.2,12.1,3.3,0.45,0.034736842105263156
2827,AH Halfvolle yoghurt vanille,0.89,79.0,1.6,13.0,3.1,0.16999999999999998,0.039240506329113925
2830,Le Gall Creme fraiche,1.59,294.0,30.0,3.5,2.4,0.79,0.008163265306122448
2831,AH Smeerbaar omega 3,2.19,345.0,38.0,0.8,,0.54,
2832,Becel Original,3.69,628.0,71.0,0.5,0.5,0.73,0.0007961783439490446
2833,Isey Skyr tiramisu,1.59,74.0,2.2,4.2,9.4,1.1300000000000001,0.12702702702702703
2834,Danio Chocoladekwark witte chocolade,1.99,118.0,4.4,13.9,5.8,0.6599999999999999,0.04915254237288135
2835,Pur Natur Biologische yoghurt vanille,2.25,93.0,3.6,10.8,4.3,0.45,0.046236559139784944
2837,Vifit Goedemorgen! aardbei sinaasappel,2.09,59.0,0.8,,3.4,0.2,0.0576271186440678
2838,Fristi Perzik,1.99,44.0,,7.8,,0.19,
2839,Nestlé Smarties pop up,2.85,210.0,7.8,30.0,2.7,0.8300000000000001,0.012857142857142859
2840,Arla Lactofree volle yoghurt lactosevrij,2.39,62.0,3.1,3.9,3.9,0.22999999999999998,0.06290322580645161
2841,Campina Botergoud grasboter gezouten,3.85,737.0,81.0,,,1.54,
2842,AH Amandel yoghurt,1.69,119.0,9.5,,2.7,0.5599999999999999,0.022689075630252103
2844,Becel Omega3+,4.59,341.0,38.0,1.3,0.5,0.9099999999999999,0.001466275659824047
2845,Zuivelhoeve Boern yoghurt bosvruchten,3.29,93.0,3.5,11.0,4.4,0.38,0.04731182795698925
2846,Natrue Barista oat drink,1.99,62.0,3.2,6.7,1.2,0.19,0.01935483870967742
2847,Le Gall Gekarnde boter gezouten Guerande,3.99,726.0,80.0,0.6,0.7,1.59,0.0009641873278236914
2848,AH IJskoude macchiato,0.99,80.0,,8.5,2.5,0.39,0.03125
2849,Oreo Ijs mini,3.29,362.0,21.0,39.0,2.9,1.09,0.008011049723756906
2850,Den Eelder Geitenyoghurt,1.59,60.0,3.9,4.3,3.3,0.31,0.055
2851,Melkunie Rijstepap,1.55,87.0,2.9,13.0,2.7,0.31,0.031034482758620693
2852,Gouda's Glorie Volle pond,2.49,531.0,59.0,,,0.49000000000000005,
2853,Bros Krakende mousse,1.99,221.0,12.6,20.5,5.2,0.8699999999999999,0.023529411764705882
2854,AH Volle yoghurt,0.95,59.0,,3.9,,0.19,
2855,Ben & Jerry's Chocolate fudge brownie classic,6.99,217.0,11.0,25.0,3.7,1.5,0.017050691244239632
2857,Campina Botergoud kruidenboter,1.69,636.0,70.0,,0.8,1.69,0.001257861635220126
2858,Friesche Vlag Barista haver,2.39,53.0,2.8,5.9,1.1,0.22999999999999998,0.020754716981132078
2859,Activia Yoghurt lijnzaad pruim,2.25,94.0,3.7,10.2,3.6,0.45,0.03829787234042553
2860,HiPRO Protein drink citroen,1.39,59.0,0.5,5.3,8.3,0.61,0.14067796610169492
2861,HiPRO Protein drink vanille cookie,1.39,58.0,0.4,5.3,8.34,0.61,0.14379310344827587
2862,AH Haver griekse stijl yoghurt,2.12,111.0,,11.0,0.8,0.53,0.007207207207207207
2863,AH Geslagen room light,1.29,220.0,18.0,11.0,,0.51,
2865,Activia Yoghurt breakfast mais- en tarwevlokken,1.35,122.0,,18.5,4.8,0.71,0.039344262295081964
2867,Melkunie Protein tropical shake,1.59,79.0,1.6,,,0.7,
2868,Becel Proactiv yoghurtdrink naturel,5.49,73.0,1.9,11.0,2.8,0.9099999999999999,0.03835616438356164
2869,Danio Aardbei romige kwark,0.99,97.0,2.7,12.3,5.9,0.7,0.06082474226804124
2870,Chocomel Lactosevrij,2.49,69.0,1.6,10.1,3.3,0.24,0.047826086956521734
2871,Abbot kinney's Barista edition foamy,2.59,38.0,1.7,4.9,0.6,0.25,0.015789473684210527
2872,Oatly! Haverdrank halfvol bio,2.25,46.0,1.5,6.7,,0.22000000000000003,
2873,Starbucks Frappuccino mocha delight,2.19,61.0,1.2,9.9,2.8,0.8699999999999999,0.04590163934426229
2874,Blue Band Kookroom 100% plantaardig en vegan,1.59,156.0,15.0,4.8,0.6,0.63,0.003846153846153846
2875,Danone Twix mix,1.09,171.0,8.8,20.3,2.3,0.9,0.013450292397660818
2876,Ben & Jerry's Chocolate fudge brownie,1.95,255.0,12.0,31.0,4.3,1.95,0.016862745098039214
2877,Wunda Plantaardige drank ongezoet,2.59,27.0,1.4,,2.2,0.27,0.08148148148148149
2878,Activia Yoghurt bosbes,2.25,89.0,2.9,11.6,3.9,0.45,0.043820224719101124
2879,AH Smeerbaar met roomboter,2.75,633.0,70.0,0.5,0.3,1.1,0.0004739336492890995
2881,AH Yoghurt griekse stijl,1.79,122.0,10.0,3.5,4.5,0.29,0.036885245901639344
2882,Alpro Sojadrink light,2.29,27.0,1.2,1.6,2.1,0.22000000000000003,0.07777777777777778
2883,Healthy People Kefir blauwe bosbessensmaak,1.19,61.0,1.6,8.6,3.2,0.22999999999999998,0.05245901639344262
2884,Alpro Cooking,1.59,151.0,15.0,1.2,,0.63,
2885,Oikos Griekse stijl yoghurt berry cheesecake,1.49,156.0,8.4,17.2,2.8,0.64,0.017948717948717947
2886,Alpro Plantaardige variatie op kwark aardbei,2.45,84.0,,8.5,5.2,0.61,0.06190476190476191
2887,Magnum Intense dark mini,5.69,,,,,1.72,
2888,Müller Mullermilk banaan,1.59,67.0,1.4,10.5,3.2,0.42000000000000004,0.04776119402985075
2889,Hertog Ijssalon vanille,2.23,197.0,9.6,25.0,2.7,0.35,0.013705583756345178
2890,Melkunie Rum rozijnen vla,2.39,101.0,2.6,17.0,1.8,0.22999999999999998,0.017821782178217824
2891,Violife Vioblock ongezouten,2.79,711.0,79.0,0.5,0.5,1.1099999999999999,0.0007032348804500703
2892,Remia Bakken en braden,2.09,882.0,97.0,1.1,0.7,0.52,0.0007936507936507937
2893,Zuivelhoeve Boern yoghurt naturel,2.75,67.0,4.1,2.4,5.2,0.32,0.07761194029850746
2894,Lindahls Kvarg perzik passievrucht,2.69,57.0,0.2,3.5,10.1,0.53,0.17719298245614035
2895,Almhof Hoekje kers naturel yoghurt,1.25,97.0,2.6,13.7,3.8,0.8300000000000001,0.03917525773195876
2896,Starbucks Caffè latte,2.09,70.0,2.6,8.9,2.8,0.95,0.04
2897,Friesche Vlag Halvamel,1.45,117.0,4.3,11.9,7.4,0.48,0.06324786324786325
2899,AH Soja keuken,0.99,187.0,17.0,5.4,2.7,0.49000000000000005,0.014438502673796792
2900,Nestlé Pirulo Frutti,3.59,86.0,0.5,20.0,0.5,1.02,0.005813953488372093
2902,Oikos Griekse stijl yoghurt aardbei,1.49,145.0,8.2,15.2,2.7,0.64,0.018620689655172416
2903,Mona Bitterkoekjespudding,1.85,183.0,9.1,20.7,4.3,0.41,0.023497267759562842
2904,Oatly! Haver cuisine bio,1.25,146.0,13.0,5.8,0.9,0.5,0.0061643835616438354
2905,Arla Skyr honing yoghurt 0% fat,2.15,70.0,,7.1,9.3,0.47000000000000003,0.13285714285714287
2907,AH Soja yoghurt aardbei,1.69,75.0,2.1,10.0,3.8,0.32999999999999996,0.050666666666666665
2908,Vifit Goedemorgen framboos blauwe bes,1.29,53.0,0.8,6.7,3.4,0.32,0.06415094339622641
2910,Almhof Chocolade mousse,1.49,178.0,6.3,24.8,5.3,1.06,0.029775280898876405
2911,AH Creme fraiche,0.85,183.0,15.0,11.0,0.8,0.7,0.004371584699453552
2912,Becel Met roomboter,5.35,635.0,70.0,0.6,0.5,1.33,0.0007874015748031496
2913,Provamel Amandeldrink zonder suikers,3.39,29.0,2.4,,,0.32999999999999996,
2914,Den Eelder Geitenmelk,1.75,60.0,3.9,4.3,3.3,0.22999999999999998,0.055
2915,AH Chocolade mousse puur,0.99,177.0,6.6,23.0,5.2,0.49000000000000005,0.02937853107344633
2916,Healthy People Kefir naturel,0.99,48.0,1.6,,3.6,0.19,0.075
2917,Campina Slagroom royaal,2.29,351.0,32.0,13.0,,1.01,
2918,Alpro Absolutely coconut nature,3.39,84.0,6.1,,0.6,0.96,0.007142857142857143
2919,Activia Yoghurt vanille,1.89,93.0,3.1,12.6,3.6,0.37,0.03870967741935484
2920,Becel Romig met omega 3,2.89,539.0,60.0,0.5,0.5,1.15,0.0009276437847866419
2922,AH Kokos drink naturel,2.15,24.0,0.9,3.9,0.1,0.21000000000000002,0.004166666666666667
2923,Oikos Griekse stijl yoghurt salted caramel,1.35,157.0,8.6,17.2,2.7,0.58,0.017197452229299363
2924,Vifit Drinkyoghurt sinaasappel,1.35,51.0,0.8,6.5,3.1,0.27,0.060784313725490195
2925,Almhof Halfvolle fruityoghurt perzik,1.99,89.0,1.5,13.9,4.2,0.39,0.04719101123595506
2926,Almhof Choco met echte slagroom puur,1.29,170.0,9.1,18.3,3.3,0.71,0.01941176470588235
2927,Alpro Plantaardige Variatie op Kwark Vanille,2.39,76.0,2.9,6.6,5.1,0.5900000000000001,0.06710526315789474
2928,AH IJskoude cappuccino,0.99,58.0,1.3,,2.5,0.39,0.04310344827586207
2929,Go-Tan Kokosmelk,2.19,165.0,17.0,2.9,0.5,0.54,0.0030303030303030303
2930,Campina Botergoud bakken & braden,2.75,737.0,81.0,,,1.3699999999999999,
2931,De Zaanse Hoeve Yoghurt stracciatella,1.89,109.0,5.4,12.0,,0.18,
2932,Alpro Double chocolate mousse plant-based,2.19,167.0,8.7,17.4,,1.56,
2933,Arla Lactofree magere kwark,2.15,62.0,0.2,,11.0,0.47000000000000003,0.1774193548387097
2934,AH Drinkyoghurt perzik,1.89,38.0,,7.5,,0.15,
2935,Campina Langlekker volle melk,17.69,66.0,3.6,4.7,3.6,0.13999999999999999,0.05454545454545455
2936,Starbucks Vanilla bean macchiato,2.09,60.0,1.4,8.9,2.8,0.95,0.04666666666666666
2937,Almhof Roomyoghurt walnoot griekse honing,1.99,147.0,8.8,13.2,2.9,0.39,0.019727891156462583
2938,Lindahls Kvarg stracciatella,2.69,63.0,0.6,3.4,11.0,0.53,0.1746031746031746
2939,Alpro Kokosnootdrink original,2.39,20.0,0.9,2.7,0.1,0.22999999999999998,0.005
2940,Hertog Ijssalon 3 chocolades,2.79,216.0,8.9,29.0,3.6,0.44000000000000006,0.016666666666666666
2941,AH Biologisch Roomboter gezouten,3.39,735.0,81.0,0.8,0.7,1.35,0.0009523809523809523
2942,HiPRO Protein mousse dark chocolate,2.09,78.0,2.5,3.7,10.2,1.04,0.13076923076923075
2943,AH Balans,1.79,405.0,45.0,,,0.35,
2944,Actimel Drinkyoghurt aardbei,3.95,76.0,1.5,12.0,2.8,0.49000000000000005,0.03684210526315789
2946,Croma Mild met olijfolie,3.99,782.0,86.0,0.5,0.5,0.8800000000000001,0.0006393861892583121
2947,Vifit Drinkyoghurt aardbei,1.99,50.0,0.8,6.5,3.1,0.19,0.062
2949,Chocomel De enige echte koud,1.99,69.0,1.6,10.0,3.4,0.19,0.049275362318840575
2950,AH Schepijs bourbon vanille,2.39,219.0,12.0,25.0,2.7,0.12,0.012328767123287673
2951,AH Yoghurt met kokos,1.35,126.0,7.2,12.0,3.1,0.45,0.024603174603174603
2952,Friesche Vlag Halvamel voordeelverpakking,3.19,117.0,4.3,11.9,7.4,0.33999999999999997,0.06324786324786325
2953,Isey Skyr on-the-go toffee,1.59,70.0,2.1,3.7,,1.1300000000000001,
2954,Arla Biologisch dubbel romig naturel yoghurt,1.23,105.0,,4.2,3.5,0.42000000000000004,0.03333333333333333
2955,AH Plantaardig variatie yoghurt soja kokos,1.69,52.0,3.5,0.4,4.5,0.32999999999999996,0.08653846153846154
2956,Alpro Soya light,2.29,29.0,1.2,1.9,2.1,0.22000000000000003,0.07241379310344828
